,x,y,z,phi,theta,psi,v_cmd,idx
377,"[-78.01780701 -75.35174263 -72.74350231 -70.19096914 -67.69203018
 -65.24484548 -62.84812456 -60.50163137 -58.20715174 -55.97042001
 -53.80501591 -51.7402953  -49.83756577 -48.22310655 -46.69850418
 -45.17256555]","[-82.31202698 -81.4886049  -80.66134657 -79.83498892 -79.013766
 -78.20145266 -77.40143021 -76.61683726 -75.85087781 -75.10744466
 -74.39238115 -73.71603507 -73.09842499 -72.57967021 -72.0948432
 -71.61416893]","[58.19294357 58.14947185 58.11098776 58.07265245 58.03493755 57.99779992
 57.96125118 57.9253133  57.89003849 57.85553983 57.82205439 57.79007161
 57.76059778 57.73569836 57.71270696 57.69121816]","[-0.25983207 -0.2103722  -0.16303053 -0.11888073 -0.07871324 -0.04311037
 -0.01250248  0.01279167  0.03254159  0.0466077   0.05498898  0.05793806
  0.05613737  0.05078746  0.04406834  0.03987468]","[-0.01736677 -0.01384818 -0.01427153 -0.01430282 -0.01437004 -0.01443273
 -0.01449404 -0.01455315 -0.01460921 -0.01466064 -0.01470437 -0.01473393
 -0.01473109 -0.01463516 -0.01411377 -0.01277045]","[0.29520216 0.30360886 0.31036722 0.31554213 0.31922625 0.32153522
 0.32260514 0.32259104 0.32166503 0.32001233 0.31782239 0.31526941
 0.31247036 0.3093775  0.30647083 0.30389809]","[27.90675089 27.3656427  26.83240312 26.30690697 25.78749366 25.26983112
 24.74451058 24.19209674 23.57297842 22.80660886 21.72910642 20.00673188
 16.95938494 16.00000031 16.00000012]",1
378,"[-77.62236786 -74.9601597  -72.35559994 -69.80659101 -67.31103545
 -64.86711033 -62.47354181 -60.13010859 -57.83860737 -55.60477634
 -53.44218658 -51.38016214 -49.4799343  -47.86761807 -46.34279838
 -44.81665343]","[-82.1394577  -81.31759683 -80.49215476 -79.66780859 -78.8487375
 -78.03866822 -77.24093981 -76.45865359 -75.69498021 -74.9537812
 -74.24086715 -73.56654439 -72.95076658 -72.43353502 -71.94939439
 -71.46937779]","[58.19986725 58.15606891 58.11758072 58.07921254 58.04146769 58.00430035
 57.96772235 57.93175566 57.89645255 57.8619262  57.8284139  57.79640551
 57.7669082  57.74198906 57.7189451  57.6974069 ]","[-0.2563259  -0.20739018 -0.16056927 -0.11692048 -0.07722316 -0.04205149
 -0.01182927  0.0131307   0.03260357  0.04645507  0.05468829  0.05755709
  0.0557394   0.05042287  0.04376011  0.03959578]","[-0.01764206 -0.01385807 -0.01430599 -0.01433529 -0.01440279 -0.01446557
 -0.01452699 -0.01458622 -0.01464241 -0.01469395 -0.01473779 -0.01476741
 -0.01476455 -0.01466844 -0.01414622 -0.01279981]","[0.29513087 0.30342951 0.31009689 0.31519705 0.3188217  0.32108547
 0.32212339 0.32208929 0.32115386 0.31950071 0.3173174  0.31477615
 0.31199216 0.30891687 0.30603084 0.30347611]","[27.86535527 27.32507228 26.79268775 26.26805576 25.74949839 25.23267628
 24.70818622 24.15661745 23.53841623 22.77315537 21.69719583 19.97728912
 16.93433008 16.00000031 16.00000012]",1
379,"[-76.83188629 -74.17733251 -71.58009098 -69.03809846 -66.54928923
 -64.11187423 -61.72461226 -59.38731049 -57.10178602 -54.87378332
 -52.71685458 -50.66025857 -48.76507195 -47.15707793 -45.63187751
 -44.10537871]","[-81.79727936 -80.97857747 -80.15677383 -79.33642559 -78.52160435
 -77.71594273 -76.92269761 -76.14489835 -75.38565162 -74.64875938
 -73.93997006 -73.26951146 -72.65721457 -72.14285856 -71.65992369
 -71.18103792]","[58.21401215 58.16983407 58.13130775 58.09287435 58.0550673  58.01783853
 57.98120003 57.94517381 57.90981224 57.87522875 57.84166105 57.80959994
 57.78005442 57.75509511 57.7319458  57.71030902]","[-0.24961041 -0.20174076 -0.15596715 -0.11331662 -0.07454822 -0.0402216
 -0.01074903  0.0135667   0.03250984  0.04595405  0.05390776  0.05662452
  0.0547718   0.0495128   0.04295448  0.03886682]","[-0.01796994 -0.01390156 -0.01437359 -0.0144013  -0.01446913 -0.01453213
 -0.01459379 -0.01465325 -0.01470968 -0.01476145 -0.01480548 -0.0148352
 -0.01483217 -0.01473544 -0.01421096 -0.01285839]","[0.29496302 0.30305638 0.309553   0.31451499 0.31803194 0.32021627
 0.3212007  0.32113653 0.32019156 0.31854615 0.31638428 0.31387459
 0.31112936 0.30809964 0.30526627 0.30275863]","[27.78296886 27.24433106 26.71364692 26.19072687 25.67386087 25.15869743
 24.63584633 24.08594733 23.46956225 22.70650277 21.63361328 19.91862252
 16.88440709 16.00000031 16.00000012]",1
380,"[-76.436409   -73.78568025 -71.19210245 -68.65362313 -66.16819121
 -63.7340331  -61.34992275 -59.01568065 -56.73313354 -54.50802868
 -52.35390881 -50.30000038 -48.40730365 -46.80143839 -45.27599753
 -43.74926447]","[-81.6261673  -80.80912604 -79.98921226 -79.17092858 -78.35829838
 -77.55491148 -76.76398688 -75.98852032 -75.23158812 -74.49696334
 -73.79036349 -73.12197598 -72.51156665 -71.99879325 -71.51662098
 -71.03848493]","[58.22117615 58.17703733 58.13846783 58.10000243 58.06216263 58.02490171
 57.98823152 57.95217411 57.9167819  57.88216844 57.84857167 57.81648284
 57.78691188 57.7619312  57.73872726 57.71703915]","[-0.24642506 -0.19901405 -0.15369914 -0.11149261 -0.07314316 -0.03920261
 -0.01007656  0.01393844  0.03263292  0.04588672  0.05371365  0.05636986
  0.05451917  0.04931114  0.0428191   0.03874432]","[-0.01794683 -0.01394281 -0.01440647 -0.0144353  -0.01450314 -0.01456626
 -0.01462804 -0.01468763 -0.01474418 -0.01479607 -0.01484021 -0.01487
 -0.01486694 -0.01477003 -0.01424468 -0.0128889 ]","[0.29484762 0.30284321 0.30925669 0.31414959 0.3176108  0.31975196
 0.32070491 0.32061991 0.31966354 0.3180146  0.31585525 0.31335209
 0.31061534 0.30759434 0.30477129 0.30227156]","[27.74152009 27.20370913 26.67388155 26.15182327 25.63580951 25.12148329
 24.59946089 24.05040702 23.43494095 22.67299378 21.60165234 19.88913622
 16.85931786 16.00000031 16.00000012]",1
381,"[-76.02426147 -73.37746157 -70.78764025 -68.25276164 -65.77079255
 -63.33997782 -60.95910896 -58.6280216  -56.34855317 -54.12645406
 -51.97525698 -49.92415411 -48.03406508 -46.43043717 -44.90478703
 -43.37785906]","[-81.44780731 -80.63257348 -79.8147082  -78.99864968 -78.18836456
 -77.38739324 -76.59891179 -75.82587861 -75.07133709 -74.33902981
 -73.63464255 -72.96832242 -72.3597715  -71.84853091 -71.36702394
 -70.88951309]","[58.22919464 58.18498467 58.14637908 58.10787759 58.07000202 58.03270591
 57.99600104 57.95990953 57.92448385 57.88983768 57.85620922 57.82409025
 57.7944918  57.76948834 57.74622774 57.72448682]","[-0.24294787 -0.19612046 -0.15137266 -0.10970188 -0.0718469  -0.03835242
 -0.00961842  0.01406346  0.03248821  0.04553954  0.05323372  0.05582629
  0.05397467  0.048814    0.04238996  0.03835601]","[-0.01801327 -0.01397753 -0.01444214 -0.01447123 -0.01453915 -0.0146024
 -0.0146643  -0.01472402 -0.0147807  -0.01483271 -0.01487694 -0.01490676
 -0.01490357 -0.0148062  -0.01427937 -0.01292029]","[0.29469662 0.3025862  0.30891252 0.31373596 0.31714415 0.31924748
 0.32017642 0.32007975 0.31912242 0.31748135 0.31533671 0.31285308
 0.31013908 0.30714383 0.3043492  0.30187455]","[27.69866639 27.16172605 26.63279467 26.11163336 25.5965015  25.08303678
 24.5618632  24.01367265 23.3991453  22.63833719 21.56858713 19.85862347
 16.83334996 16.00000031 16.00000012]",1
382,"[-75.62850189 -72.98547787 -70.39926525 -67.86784612 -65.38920479
 -62.96160416 -60.58385282 -58.25580101 -55.97929644 -53.76009241
 -51.61171178 -49.56331347 -47.67573908 -46.07426925 -44.54841521
 -43.02129741]","[-81.27671814 -80.46328698 -79.64745197 -78.83358931 -78.02561075
 -77.22700899 -76.44091875 -75.6702626  -74.91805238 -74.18800161
 -73.48576584 -72.82145362 -72.21470583 -71.70495117 -71.22409336
 -70.74719224]","[58.23699188 58.19264574 58.15401191 58.11547514 58.07756522 58.04023525
 58.00349703 57.96737271 57.93191483 57.89723717 57.86357821 57.83143022
 57.80180525 57.77677974 57.75346406 57.73167171]","[-0.23961393 -0.19335917 -0.14916544 -0.10801623 -0.070641   -0.03757781
 -0.00922139  0.01414116  0.03230899  0.04516935  0.05274072  0.05527781
  0.05343154  0.04832257  0.04196872  0.03797487]","[-0.0181328  -0.01400575 -0.0144771  -0.01450592 -0.01457396 -0.01463733
 -0.01469935 -0.0147592  -0.01481601 -0.01486814 -0.01491247 -0.01494233
 -0.01493903 -0.01484128 -0.01431316 -0.01295086]","[0.29452804 0.30231615 0.30855948 0.31331723 0.31667579 0.31874425
 0.31965172 0.31954553 0.31858894 0.31695707 0.31482808 0.31236458
 0.30967363 0.30670416 0.30393753 0.30148749]","[27.65730072 27.12120845 26.59314572 26.07285178 25.5585712  25.04593693
 24.52558086 23.97822145 23.36459797 22.60488726 21.53667152 19.82917034
 16.80828308 16.0000003  16.00000012]",1
383,"[-74.83659363 -72.20104988 -69.62199266 -67.09744299 -64.62542121
 -62.20422665 -59.83270171 -57.51072502 -55.24016353 -53.0267748
 -50.88406015 -48.84111002 -46.95860744 -45.36149563 -43.83528832
 -42.30785164]","[-80.93468475 -80.12500004 -79.313328   -78.50392112 -77.70058219
 -76.90671011 -76.12535907 -75.35938259 -74.61173254 -73.88606768
 -73.18798699 -72.52752686 -71.92421332 -71.41726464 -70.93753459
 -70.46166049]","[58.25281525 58.20814487 58.16945776 58.13084879 58.09286897 58.05547006
 58.01866396 57.98247285 57.94694941 57.91220769 57.87848665 57.8462796
 57.81660068 57.79153032 57.76810347 57.7462073 ]","[-0.23326325 -0.18819478 -0.14513293 -0.10503609 -0.06861747 -0.036404
 -0.00878213  0.01396772  0.03165015  0.04415627  0.05150537  0.05394701
  0.05211692  0.04710757  0.04089023  0.03699901]","[-0.01841438 -0.01405908 -0.01454797 -0.0145759  -0.01464423 -0.01470784
 -0.01477012 -0.01483023 -0.0148873  -0.01493968 -0.01498421 -0.01501415
 -0.01501064 -0.01491212 -0.01438134 -0.01301256]","[0.29412644 0.30172366 0.30781424 0.31245461 0.31572829 0.31774142
 0.31862012 0.31850848 0.31756632 0.315965   0.31387883 0.31146685
 0.30883372 0.30592956 0.30323331 0.3008463 ]","[27.57485212 27.04046502 26.51413603 25.99556473 25.48296889 24.97197469
 24.45323204 23.90751446 23.29568055 22.53814916 21.47298845 19.77039783
 16.75826243 16.0000003  16.00000012]",1
384,"[-74.44042969 -71.80862256 -69.23314228 -66.71202827 -64.24331755
 -61.82532647 -59.45691324 -57.13796982 -54.87037213 -52.65987942
 -50.51998204 -48.47973622 -46.59974623 -45.00478833 -43.47835906
 -41.95071117]","[-80.7637558  -79.95605928 -79.14656847 -78.33948028 -77.53854807
 -76.74712785 -75.96823679 -75.20469633 -74.45943019 -73.73607096
 -73.04018987 -72.38178658 -71.78032658 -71.27491386 -70.79589331
 -70.32070011]","[58.26082993 58.21599151 58.1772775  58.13863189 58.10061658 58.06318266
 58.02634207 57.99011703 57.95456026 57.91978595 57.88603332 57.85379616
 57.82408962 57.79899611 57.77551212 57.75356232]","[-0.23027836 -0.18573942 -0.14318667 -0.10356652 -0.06758414 -0.0357606
 -0.00847762  0.01398867  0.03144696  0.04379216  0.05104621  0.05345841
  0.05165815  0.04672222  0.04058835  0.03672585]","[-0.01856039 -0.014086   -0.01458393 -0.0146114  -0.01467989 -0.01474362
 -0.01480603 -0.01486628 -0.01492349 -0.014976   -0.01502064 -0.01505065
 -0.0150471  -0.01494834 -0.01441657 -0.01304443]","[0.29388113 0.30138865 0.30740633 0.31198954 0.3152206  0.31720445
 0.31806592 0.31794767 0.31700793 0.31541626 0.313345   0.31095116
 0.30833767 0.30545392 0.30277874 0.30040937]","[27.53332825 26.99980615 26.47435223 25.95664896 25.44490214 24.93473529
 24.41680759 23.87192006 23.26099093 22.50456031 21.44094051 19.74082369
 16.73309407 16.0000003  16.00000012]",1
385,"[-74.04413605 -71.41607934 -68.844196   -66.32654121 -63.86116775
 -61.44640789 -59.0811348  -56.76525293 -54.50064653 -52.29307606
 -50.15602056 -48.11850185 -46.24104517 -44.6482591  -43.12164398
 -41.59382305]","[-80.5929184  -79.78703351 -78.97954504 -78.17459592 -77.37589172
 -76.58674685 -75.81014235 -75.04886839 -74.30582106 -73.58460729
 -72.89077113 -72.23427674 -71.63453208 -71.13053432 -70.65210922
 -70.17747516]","[58.2691803  58.22424269 58.18549284 58.14680908 58.10875615 58.0712852
 58.03440814 57.99814721 57.96255523 57.92774649 57.89396049 57.86169154
 57.83195591 57.80683812 57.78329629 57.76129238]","[-0.22738712 -0.1833552  -0.14129169 -0.10213103 -0.06657029 -0.03512474
 -0.00817152  0.01401709  0.03125321  0.04343457  0.05058474  0.05295194
  0.05115952  0.04627133  0.04020072  0.03637512]","[-0.01864898 -0.01411926 -0.01462009 -0.01464768 -0.01471627 -0.01478014
 -0.01484268 -0.01490307 -0.01496041 -0.01501305 -0.0150578  -0.01508786
 -0.01508422 -0.01498513 -0.01445211 -0.01307659]","[0.29369635 0.30111696 0.3070638  0.31159124 0.31478055 0.31673553
 0.31757982 0.31745476 0.31651711 0.31493479 0.31287842 0.31050328
 0.30791098 0.30505083 0.30240137 0.30005465]","[27.49218065 26.95949745 26.4348962  25.91804133 25.4071271  24.89777449
 24.38065174 23.83658688 23.22655694 22.47122183 21.40913543 19.71147799
 16.7081238  16.0000003  16.00000012]",1
386,"[-73.64344788 -71.0192764  -68.45112668 -65.93706527 -63.47515921
 -61.06375542 -58.70174094 -56.38903205 -54.12752088 -51.9229688
 -49.78884326 -47.75413101 -45.87927672 -44.28871786 -42.7619152
 -41.2339171 ]","[-80.42159271 -79.61738725 -78.81177472 -78.00884714 -77.21226508
 -76.42530315 -75.65090742 -74.89183717 -74.15096089 -73.43185939
 -72.74004874 -72.08545647 -71.48743135 -70.98486115 -70.5070378
 -70.03297695]","[58.27781677 58.23289691 58.19409912 58.15537723 58.11728567 58.07977678
 58.04286236 58.00656469 57.97093664 57.93609267 57.90227251 57.86997105
 57.8402057  57.81506314 57.79146215 57.76940297]","[-0.22452737 -0.18094991 -0.13933314 -0.10059892 -0.06543543 -0.03435131
 -0.00771836  0.01419581  0.03120758  0.04321842  0.05025455  0.05256434
  0.05076654  0.04591356  0.03989564  0.03609906]","[-0.01864186 -0.01416272 -0.01465641 -0.01468502 -0.01475364 -0.01481765
 -0.01488032 -0.01494084 -0.01499832 -0.01505109 -0.01509593 -0.01512604
 -0.01512228 -0.0150228  -0.01448842 -0.01310944]","[0.29357101 0.300905   0.30677945 0.3112481  0.31439149 0.31631258
 0.31713404 0.31699615 0.3160544  0.31447529 0.3124278  0.31006559
 0.30748884 0.30464642 0.30201729 0.2996884 ]","[27.4501129  26.91826729 26.39452358 25.87852605 25.36845755 24.85993625
 24.34363905 23.80042073 23.19131746 22.43711072 21.37660049 19.68146524
 16.68259072 16.0000003  16.00000012]",1
387,"[-72.84238434 -70.22576275 -67.66485863 -65.1577667  -62.70258889
 -60.29770636 -57.94203772 -55.63552535 -53.38007842 -51.18146043
 -49.05311517 -47.02395846 -45.15427283 -43.56815221 -42.04101532
 -40.51271625]","[-80.0793457  -79.27892234 -78.47747407 -77.67897466 -76.88698283
 -76.10468505 -75.33495163 -74.58047695 -73.84407302 -73.12926906
 -72.44152737 -71.79070609 -71.19604241 -70.69621859 -70.21947033
 -69.74638578]","[58.29526901 58.25046102 58.21155847 58.17275901 58.13458827 58.09700166
 58.06001068 58.02363773 57.98793581 57.95301964 57.91912956 57.88676158
 57.85693546 57.83174244 57.80802277 57.78585292]","[-0.21859843 -0.17614712 -0.13560306 -0.09786481 -0.06360521 -0.03332225
 -0.00737989  0.01396036  0.03051961  0.04220241  0.04903499  0.0512602
  0.04948191  0.04472578  0.03883886  0.03514285]","[-0.01856346 -0.01425608 -0.0147291  -0.01476027 -0.01482892 -0.01489321
 -0.01495616 -0.01501696 -0.01507472 -0.01512774 -0.01517279 -0.01520296
 -0.01519892 -0.01509852 -0.01456111 -0.01317522]","[0.29315016 0.3003065  0.30603917 0.31039946 0.31346528 0.31533684
 0.31613392 0.31599373 0.3150684  0.31352085 0.31151637 0.30920529
 0.30668561 0.30390758 0.30134732 0.29908017]","[27.36683723 26.83669665 26.31468769 25.80040998 25.29202362 24.78514282
 24.2704644  23.72889941 23.12160456 22.36960522 21.31219144 19.62203065
 16.63201411 16.00000029 16.00000012]",1
388,"[-72.44197845 -69.82908839 -67.27175748 -64.76809581 -62.3162238
 -59.91454086 -57.56198244 -55.25850497 -53.00602703 -50.81031398
 -48.6847985  -46.65836176 -44.79120663 -43.20725819 -41.67990272
 -40.15139848]","[-79.90843964 -79.11008894 -78.31091373 -77.51482642 -76.72533266
 -75.9455729  -75.17837787 -74.42640794 -73.69244559 -72.97999301
 -72.29448429 -71.6457408  -71.05293953 -70.55464955 -70.07860493
 -69.60618627]","[58.30414581 58.25938395 58.22042977 58.18159115 58.14338056 58.10575481
 58.0687253  58.03231444 57.99657533 57.96162283 57.92769755 57.89529611
 57.86543947 57.84022116 57.81644193 57.7942166 ]","[-0.21546453 -0.17359942 -0.13361462 -0.0963965  -0.06260964 -0.03274609
 -0.0071652   0.01387553  0.03020083  0.04171828  0.04845587  0.05065501
  0.04891194  0.04423565  0.03843939  0.0347814 ]","[-0.01853225 -0.01430226 -0.01476585 -0.0147982  -0.01486686 -0.0149313
 -0.01499438 -0.01505532 -0.01511322 -0.01516636 -0.01521151 -0.01524171
 -0.01523751 -0.01513659 -0.01459754 -0.01320818]","[0.29287348 0.29993489 0.3055914  0.30989307 0.31291647 0.31476039
 0.31554312 0.31540019 0.3144819  0.31294915 0.31096508 0.30867787
 0.30618384 0.30343292 0.30089993 0.29865612]","[27.3250883  26.79581949 26.27469532 25.76129272 25.25375991 24.74770887
 24.23384629 23.69311149 23.08672177 22.33582501 21.27995722 19.5922818
 16.60669529 16.00000029 16.00000012]",1
389,"[-72.04162598 -69.43248154 -66.87874125 -64.37853044 -61.92998789
 -59.53153093 -57.1821115  -54.88169965 -52.63222291 -50.43944803
 -48.31679608 -46.29311297 -44.42852086 -42.84677398 -41.31923182
 -39.79055711]","[-79.73768616 -78.94133778 -78.1443597  -77.35060313 -76.56352087
 -75.78620763 -75.02145496 -74.27188965 -73.54026517 -72.8300573
 -72.14667274 -71.49989748 -70.90885123 -70.41199674 -69.93655456
 -69.4646905 ]","[58.31344986 58.26873411 58.22972594 58.19084595 58.15259334 58.11492632
 58.07785615 58.04140533 58.00562699 57.97063616 57.93667376 57.904237
 57.8743481  57.84910302 57.82526255 57.80298016]","[-0.2124011  -0.1711266  -0.13170304 -0.09500496 -0.061689   -0.03224173
 -0.00701836  0.01372687  0.02982132  0.04117442  0.04781451  0.04998031
  0.04826011  0.04364778  0.03792998  0.03432046]","[-0.01849996 -0.01434947 -0.01480352 -0.01483706 -0.01490575 -0.01497033
 -0.01503355 -0.01509464 -0.01515268 -0.01520596 -0.0152512  -0.01528143
 -0.01527709 -0.01517568 -0.01463503 -0.0132421 ]","[0.29262071 0.29958972 0.30517273 0.30941853 0.31240229 0.31422136
 0.31499246 0.31484945 0.31394082 0.31242547 0.31046456 0.30820434
 0.30573986 0.30302146 0.30052213 0.29830808]","[27.28341281 26.75500732 26.23475907 25.72222288 25.21553562 24.71030742
 24.19725514 23.65734655 23.05185957 22.30206442 21.24774261 19.56255268
 16.58139496 16.00000029 16.00000012]",1
390,"[-71.6413269  -69.0359822  -66.48589033 -63.98918968 -61.54403458
 -59.14885795 -56.8026263  -54.50532196 -52.2588805  -50.06906964
 -47.94929886 -45.92837917 -44.06635278 -42.4868044  -40.95907425
 -39.43022377]","[-79.56710815 -78.77254599 -77.97754771 -77.18591098 -76.40104139
 -75.62599212 -74.86351842 -74.11621546 -73.38680871 -72.67874783
 -71.99741197 -71.35255111 -70.76322689 -70.2677944  -69.79295969
 -69.32166812]","[58.32286072 58.27815016 58.23909123 58.20016906 58.16187397 58.12416522
 58.08705397 58.05056273 58.01474474 57.97971517 57.94571524 57.91324277
 57.88332126 57.85804907 57.83414701 57.81180722]","[-0.20949209 -0.16871569 -0.12977547 -0.0935337  -0.06063838 -0.03156969
 -0.0066778   0.01378732  0.02965671  0.04084288  0.04737596  0.04949381
  0.0477789   0.04321248  0.03755684  0.03398283]","[-0.01850109 -0.01439381 -0.01484173 -0.01487616 -0.0149449  -0.01500963
 -0.01507299 -0.01513422 -0.0151924  -0.01524581 -0.01529115 -0.01532141
 -0.01531691 -0.015215   -0.01467273 -0.01327621]","[0.29244651 0.29932694 0.3048371  0.30902503 0.311965   0.31375331
 0.31450554 0.31435427 0.3134465  0.31193952 0.30999267 0.30775049
 0.30530662 0.30261127 0.30013672 0.29794448]","[27.24185969 26.71429378 26.19490029 25.68321478 25.17736338 24.67295416
 24.1607133  23.62163577 23.01705864 22.26837282 21.21560346 19.53290167
 16.55616745 16.00000029 16.00000012]",1
391,"[-70.84082031 -68.24297623 -65.7000878  -63.21032842 -60.77188681
 -58.38322947 -56.04335323 -53.75226484 -51.51191509 -49.32807181
 -47.21411879 -45.1987939  -43.34197477 -41.76689896 -40.23885197
 -38.70971922]","[-79.22649384 -78.43594831 -77.6453005  -76.85823585 -76.07806196
 -75.30774779 -74.54997677 -73.80728302 -73.08233951 -72.37854825
 -71.70123859 -71.06009532 -70.47407339 -69.98132941 -69.50752153
 -69.03715208]","[58.34201431 58.29713283 58.25798828 58.21897994 58.18059962 58.14280699
 58.10561314 58.0690407  58.03314303 57.9980356  57.96396024 57.93141603
 57.90142894 57.87610225 57.85207565 57.8296197 ]","[-0.20398347 -0.1643318  -0.12645156 -0.09118442 -0.05916491 -0.03086413
 -0.00662593  0.0133042   0.02876031  0.03965609  0.04601979  0.04808199
  0.04640893  0.04195461  0.03643907  0.03297143]","[-0.01865337 -0.01446954 -0.01491996 -0.0149549  -0.01502387 -0.01508889
 -0.01515254 -0.01521408 -0.01527255 -0.01532623 -0.01537178 -0.01540211
 -0.01539732 -0.01529446 -0.01474903 -0.01334525]","[0.29192259 0.29863941 0.30402168 0.30811485 0.31099041 0.31274175
 0.31348138 0.31333861 0.31245697 0.31099008 0.30909365 0.30690899
 0.30452785 0.30190241 0.29950074 0.2973738 ]","[27.15844124 26.63260287 26.11494586 25.60497318 25.10079247 24.5980111
 24.08737762 23.54994505 22.94717216 22.20069455 21.15102831 19.47331509
 16.50546412 16.00000029 16.00000012]",1
